        NN     FT     ST      E       DCG
No.443: 0.000	 0.000	 0.000	 0.000	 0.180
No.444: 0.000	 0.000	 0.000	 0.000	 0.177
No.445: 0.000	 0.000	 0.000	 0.000	 0.154
No.446: 0.000	 0.286	 0.286	 0.103	 0.503
No.447: 0.000	 0.000	 0.000	 0.000	 0.174
No.448: 0.000	 0.000	 0.000	 0.000	 0.146
No.449: 0.000	 0.000	 0.000	 0.000	 0.164
No.450: 0.000	 0.000	 0.000	 0.000	 0.156
No.451: 1.000	 0.125	 0.125	 0.150	 0.455
No.452: 0.000	 0.000	 0.000	 0.050	 0.248
No.453: 0.000	 0.000	 0.000	 0.000	 0.207
No.454: 0.000	 0.125	 0.250	 0.100	 0.307
No.455: 0.000	 0.000	 0.000	 0.000	 0.198
No.456: 0.000	 0.250	 0.250	 0.200	 0.404
No.457: 0.000	 0.000	 0.000	 0.000	 0.144
No.458: 0.000	 0.125	 0.250	 0.150	 0.317
No.459: 0.000	 0.125	 0.250	 0.150	 0.333
No.460: 0.000	 0.000	 0.125	 0.050	 0.232
No.461: 0.000	 0.000	 0.000	 0.000	 0.133
No.462: 0.000	 0.000	 0.125	 0.050	 0.239
No.463: 0.000	 0.000	 0.000	 0.000	 0.196
No.464: 0.000	 0.000	 0.000	 0.000	 0.154
No.465: 0.000	 0.125	 0.125	 0.050	 0.289
No.466: 1.000	 0.250	 0.375	 0.200	 0.653
No.467: 0.000	 0.000	 0.000	 0.050	 0.226
No.468: 0.000	 0.125	 0.125	 0.100	 0.337
No.469: 0.000	 0.000	 0.000	 0.000	 0.186
No.470: 0.000	 0.000	 0.000	 0.000	 0.133
No.471: 1.000	 0.250	 0.250	 0.100	 0.525
No.472: 0.000	 0.000	 0.000	 0.000	 0.161
No.473: 1.000	 0.125	 0.125	 0.100	 0.419
No.474: 1.000	 0.375	 0.500	 0.250	 0.720
No.475: 1.000	 0.250	 0.250	 0.150	 0.537
No.476: 0.000	 0.000	 0.000	 0.000	 0.209
No.477: 0.000	 0.000	 0.000	 0.000	 0.203
No.478: 0.000	 0.125	 0.250	 0.100	 0.341
No.479: 0.000	 0.000	 0.000	 0.000	 0.191
